,key,val,val
1136,Khối ngành Ngôn ngữ (chương trình đại trà) -Ngôn ngữ Anh,7220201,7220201
1137,Khối ngành quản lý (chương trình đại trà) -Hệ thống thông tin quản lý,7340405,7340405
1138,Chương trình đại học chính quy quốc tế cấp song bằng ngành Quản trị kinh doanh,7340002,7340002
1139,"Kinh tế, Kinh tế quốc tế, Luật",NTH01,NTH01
1140,"Quản trị kinh doanh, Kinh doanh Quốc tế, Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản",NTH02,NTH02
1141,"Kế toán , Tài chính - Ngân hàng",NTH03,NTH03
1142,Ngôn ngữ Trung,7220204,7220204
1143,"Nhóm ngành Kế toán, Kinh doanh quốc tế, Quản trị kinh doanh (tại Quảng Ninh)",NTH08,NTH08
1144,CƠ SỞ 1: HÀ NỘI,,
1145,Kinh tế: Kinh tế quốc tế và Luật,NTH01,NTH01
1146,Kinh doanh quốc tế và Quản trị kinh doanh,NTH02,NTH02
1147,Tài chính - Ngân hàng và Kế toán,NTH03,NTH03
1148,Nhóm ngành Kế toán; Kinh doanh quốc tế (học tại CS Quảng Ninh),NTH08,NTH08
1149,Nhóm ngành Kinh tế; Kinh tế quốc tế; Luật,NTH01,NTH01
1150,Nhóm ngành Kinh doanh quốc tế; Quản trị kinh doanh,NTH02,NTH02
1151,Nhóm ngành Tài chính-Ngân hàng; Kế toán,NTH03,NTH03
1152,Ngành Ngôn ngữ Pháp,NTH05,NTH05
1153,Ngành Ngôn ngữ Trung quốc,NTH06,NTH06
1154,Ngành Ngôn ngữ Nhật,NTH07,NTH07
1155,"Kế toán, Kinh doanh quốc tế",NTH08,NTH08
1156,"Kinh tế, Quản trị kinh doan, Tài chính- Ngân hàng, Kế toán",NTS01,NTS01
1157,Kinh tế quản trị kinh doanh,NTS01,NTS01
1158,Tài chính ngân hàng kế toán,NTS02,NTS02
1159,"Kinh tế, Quản trị kinh doanh",NTS01,NTS01
1160,"Tài chính-Ngân hàng, Kế toán",NTS02,NTS02
1161,"Đạo diễn điện ảnh, truyền hình",7210235,7210235
1162,Vật lý y khoa,7520403,7520403
1163,Y học Dự phòng,7720110,7720110
1164,Vật lý Y khoa,7520403,7520403
1165,Kỹ thuật Y sinh,7520212,7520212
1166,Công nghệ Sinh học,7420201,7420201
1167,Công nghệ Kỹ thuật Hóa học,7510401,7510401
1168,Công nghệ Thực phẩm,7540101,7540101
1169,Quản trị Khách sạn,7810201,7810201
1170,Quản trị Nhà hàng và Dịch vụ ăn uông,7810202,7810202
1171,Quản trị Nhân lực,7340404,7340404
1172,Công nghệ Kỹ thuật Cơ điện tử,7510203,7510203
1173,Công nghệ kỹ thuật ô-tô,7510205,7510205
1174,Kỹ thuật Điện - Điện tử,7510301,7510301
1175,Kỹ thuật Hệ thống Công nghiệp,7520118,7520118
1176,Kỹ thuật Xây dựng,7580201,7580201
1177,Ngôn ngữ Trung Quôc,7220204,7220204
1178,Thiết kế Nội thât,7580108,7580108
1179,Đạo diễn điện ảnh - Truyền hình,7210235,7210235
1180,Tiếng Việt và văn hoá Việt Nam,7220101,7220101
1181,Kỹ thuật hàng không (miền Bắc),7520120,7520120
1182,Kỹ thuật hàng không (miền Nam),7520120,7520120
1183,Chỉ huy kỹ thuật Phòng không (miền Bắc),7860226,7860226
1184,Chỉ huy kỹ thuật Phòng không (miền Nam),7860226,7860226
1185,Ngành kỹ thuật hàng không Thí sinh Nam miền Bắc,7520120,7520120
1186,Ngành kỹ thuật hàng khôngThí sinh Nam miền Nam,7520120,7520120
1187,Ngành CHTM PK - KQ Thí sinh Nam miền Bắc,7860226,7860226
1188,Ngành CHTM PK - KQ Thí sinh Nam miền Nam,7860226,7860226
1189,Kỹ thuật hàng không -Thí sinh Nam miền Bắc,7520120,7520120
1190,Kỹ thuật hàng không - Thí sinh Nam miền Nam,7520120,7520120
1191,Chỉ huy kỹ thuật Phòng không - Thí sinh Nam miền Bắc,7860226,7860226
1192,Chỉ huy kỹ thuật Phòng không - Thí sinh Nam miền Nam,7860226,7860226
1193,Khoa học Máy tính; Kỹ thuật Máy tính; (Nhóm ngành),106,106
1194,Kỹ thuật Điện;Kỹ thuật Điện tử - Viễn thông;Kỹ thuật Điều khiển và tự động hóa;(Nhóm ngành),108,108
1195,Kỹ thuật Cơ khí; Kỹ thuật Cơ điện tử ; (Nhóm ngành),109,109
1196,Kỹ thuật Dệt; Công nghệ Dệt may; (Nhóm ngành),112,112
1197,Kỹ thuật Hóa học; Công nghệ Thực phẩm; Công nghệ Sinh học; (Nhóm ngành),114,114
1198,Kỹ thuật Xây dựng; Kỹ thuật Xây dựng Công trình giao thông;Kỹ thuật Xây dựng Công trình thủy; Kỹ thuật Xây dựng Công trình biển;Kỹ thuật Cơ sở hạ tầng;(Nhóm ngành),115,115
1199,Kỹ thuật Địa chất; Kỹ thuật Dầu khí; (Nhóm ngành),120,120
1200,Quản lý Công nghiệp,7510601,7510601
1201,Kỹ thuật Môi trường; Quản lý Tài nguyên và Môi trường; (Nhóm ngành),125,125
1202,Kỹ thuật Hệ thống Công nghiệp;Logistics và Quản lý chuỗi Cung ứng;(Nhóm ngành),128,128
1203,Kỹ thuật Vật liệu,129,129
1204,Kỹ thuật Trắc địa - Bản đồ,130,130
1205,Công nghệ Kỹ thuật Vật liệu Xây dựng,131,131
1206,Vật lý Kỹ thuật,137,137
1207,Cơ Kỹ thuật,138,138
1208,Kỹ thuật Nhiệt (Nhiệt lạnh),140,140
1209,Bảo dưỡng Công nghiệp,141,141
1210,Kỹ thuật Ô tô,142,142
1211,Kỹ thuật Tàu thủy,143,143
1212,Kỹ thuật Hàng không,144,144
1213,Khoa học Máy tính (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),206,206
1214,Kỹ thuật Máy tính (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),207,207
1215,Kỹ thuật Điện - Điện tử (CT Tiên tiến. giảng dạy bằng tiếng Anh. học phí tương ứng),208,208
1216,Kỹ thuật Cơ khí (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),209,209
1217,Kỹ thuật Cơ điện tử (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),210,210
1218,Kỹ thuật Hóa học (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),214,214
1219,Kỹ thuật Xây dựng (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),215,215
1220,Công nghệ Thực phẩm (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),219,219
1221,Kỹ thuật Dầu khí (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),220,220
1222,Quản lý Công nghiệp (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),223,223
1223,Quản lý Tài nguyên và Môi trường (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),225,225
1224,Kỹ thuật Môi trường (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),241,241
1225,Kỹ thuật Ô tô (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),242,242
1226,Kỹ thuật Xây dựng Công trình Giao thông (CT Chất lượng cao. giảng dạy bằng tiếng Anh. học phí tương ứng),245,245
1227,Kỹ thuật Điện (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre. thí sinh phải thỏa điều kiện quy định của Phân hiệu),408,408
1228,Kỹ thuật Cơ điện tử (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre. thí sinh phải thỏa điều kiện quy định của Phân hiệu),410,410
1229,Kỹ thuật Xây dựng (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre. thí sinh phải thỏa điều kiện quy định của Phân hiệu),415,415
1230,Công nghệ Thực phẩm (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre. thí sinh phải thỏa điều kiện quy định của Phân hiệu),419,419
1231,Quản lý Tài nguyên và Môi trường (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre. thí sinh phải thỏa điều kiện quy định của Phân hiệu),425,425
1232,ĐẠI HỌC CHÍNH QUY,,
1233,Kỹ thuật Điện; Kỹ thuật Điện tử - Viễn thông; Kỹ thuật Điều khiển và tự động hóa; (Nhóm ngành),108,108
1234,Kỹ thuật Cơ khí; Kỹ thuật Cơ điện tử; (Nhóm ngành),109,109
1235,Kỹ thuật Xây dựng; Kỹ thuật Xây dựng Công trình giao thông; Kỹ thuật Xây dựng Công trình thủy; Kỹ thuật Xây dựng Công trình biển; Kỹ thuật Cơ sở hạ tầng; (Nhóm ngành),115,115
1236,Kỹ thuật Hệ thống Công nghiệp; Logistics và Quản lý chuỗi Cung ứng; (Nhóm ngành),128,128
1237,ĐẠI HỌC CHÍNH QUY CHẤT LƯỢNG CAO (GIẢNG DẠY BẰNG TIẾNG ANH),,
1238,"Khoa học Máy tính (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",206,206
1239,"Kỹ thuật Máy tính (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",207,207
1240,"Kỹ thuật Điện - Điện tử (CT Tiên tiến, giảng dạy bằng tiếng Anh, học phí tương ứng)",208,208
1241,"Kỹ thuật Cơ khí (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",209,209
1242,"Kỹ thuật Cơ điện tử (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",210,210
1243,"Kỹ thuật Hóa học (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",214,214
1244,"Kỹ thuật Xây dựng (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",215,215
1245,"Công nghệ Thực phẩm (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",219,219
1246,"Kỹ thuật Dầu khí (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",220,220
1247,"Quản lý Công nghiệp (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",223,223
1248,"Quản lý Tài nguyên và Môi trường (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",225,225
1249,"Kỹ thuật Môi trường (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",241,241
1250,"Kỹ thuật Ô tô (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",242,242
1251,"Kỹ thuật Xây dựng Công trình Giao thông (CT Chất lượng cao, giảng dạy bằng tiếng Anh, học phí tương ứng)",245,245
1252,ĐẠI HỌC CHÍNH QUY (ĐÀO TẠO TẠI PHÂN HIỆU ĐHQG-HCM TẠI BẾN TRE),,
1253,"Kỹ thuật Điện (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre, thí sinh phải thỏa điều kiện quy định của Phân hiệu)",408,408
1254,"Kỹ thuật Cơ điện tử (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre, thí sinh phải thỏa điều kiện quy định của Phân hiệu)",410,410
1255,"Kỹ thuật Xây dựng (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre, thí sinh phải thỏa điều kiện quy định của Phân hiệu)",415,415
1256,"Công nghệ Thực phẩm (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre, thí sinh phải thỏa điều kiện quy định của Phân hiệu)",419,419
1257,"Quản lý Tài nguyên và Môi trường (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre, thí sinh phải thỏa điều kiện quy định của Phân hiệu)",425,425
1258,Khoa học Máy tính,106,106
1259,Kỹ thuật Máy tính,107,107
1260,Kỹ thuật Điện;Kỹ thuật Điện tử - Viễn thông;Kỹ thuật Điều khiển và Tự động hóa;(Nhóm ngành),108,108
1261,Kỹ thuật Cơ khí;Kỹ thuật Cơ điện tử;(Nhóm ngành),109,109
1262,Kỹ thuật Dệt;Công nghệ Dệt May;(Nhóm ngành),112,112
1263,Kỹ thuật Hóa học;Công nghệ Thực phẩm;Công nghệ Sinh học;(Nhóm ngành),114,114
1264,Kỹ thuật Xây dựng;Kỹ thuật Xây dựng Công trình Giao thông;Kỹ thuật Xây dựng Công trình Thủy;Kỹ thuật Xây dựng Công trình Biển;Kỹ thuật Cơ sở Hạ tầng;(Nhóm ngành),115,115
1265,Kỹ thuật Địa chất;Kỹ thuật Dầu khí;(Nhóm ngành),120,120
1266,Kỹ thuật Môi trường;Quản lý Tài nguyên và Môi trường;(Nhóm ngành),125,125
1267,Kỹ thuật Tàu thủy;Kỹ thuật Hàng không;(Nhóm ngành),145,145
1268,Bảo dưỡng Công nghiệp - Chuyên ngành Bảo dưỡng Cơ điện tử; Chuyên ngành Bảo dưỡng Công nghiệp (Phân hiệu ĐHQG-HCM tại Bến Tre),441,441
1269,Kỹ thuật Xây dựng - Chuyên ngành Kỹ thuật Hạ tầng và Môi trường (Phân hiệu ĐHQG-HCM tại Bến Tre),445,445
1270,Kỹ thuật Xây dựng Công trình Giao thông - Chuyên ngành Cầu đường (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre).,446,446
1271,Kỹ thuật Điện - Chuyên ngành Năng lượng tái tạo (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre).,448,448
1272,Khoa học máy tính (chất lượng cao),7480101_CLCA,7480101_CLCA
1273,Mạng máy tính và truyền thông dữ liệu (chất lượng cao),7480102_CLCA,7480102_CLCA
1274,Kỹ thuật phần mềm (chất lượng cao),7480103_CLCA,7480103_CLCA
1275,Hệ thống thông tin (chất lượng cao),7480104_CLCA,7480104_CLCA
1276,Hệ thống thông tin (tiên tiến),7480104_TT,7480104_TT
1277,Kỹ thuật máy tính,7480106,7480106
1278,Kỹ thuật máy tính (chất lượng cao),7480106_CLCA,7480106_CLCA
1279,Công nghệ thông tin (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre),7480201_BT,7480201_BT
1280,Công nghệ thông tin (chất lượng cao định hướng Nhật Bản),7480201_CLCN,7480201_CLCN
1281,Công nghệ thông tin (Khoa học dữ liệu),7480201_KHDL,7480201_KHDL
1282,An toàn thông tin (chất lượng cao),7480202_CLCA,7480202_CLCA
1283,Công nghệ thông tin (Đào tạo tại Phân hiệu ĐHQG -HCM tại Bến Tre),7480201_BT,7480201_BT
1284,Công nghệ thông tin (khoa học dữ liệu),7480201_KHDL,7480201_KHDL
1285,Thương mại điện tử (chất lượng cao),7340122_411C,7340122_411C
1286,Kinh tế (Kinh tế học),7310101_401,7310101_401
1287,Kinh tế (Kinh tế học) (chất lượng cao),7310101_401C,7310101_401C
1288,Kinh tế (Kinh tế và Quản lý Công),7310101_403,7310101_403
1289,Kinh tế (Kinh tế và Quản lý Công) (chất lượng cao),7310101_403C,7310101_403C
1290,Kinh tế (Kinh tế và Quản lý công) (đào tạo tại Phân hiệu ĐHQG ở Bến Tre),7310101_403_BT,7310101_403_BT
1291,Kinh tế quốc tế (Kinh tế đối ngoại),7310106_402,7310106_402
1292,Kinh tế quốc tế (Kinh tế đối ngoại) (chất lượng cao),7310106_402C,7310106_402C
1293,"Toán kinh tế (Toán ứng dụng trong kinh tế, quản trị và tài chính)",7310108_413,7310108_413
1294,Quản trị kinh doanh (chất lượng cao bằng tiếng Anh),7340101_407CA,7340101_407CA
1295,Marketing (chất lượng cao),7340115_410C,7340115_410C
1296,Kinh doanh quốc tế (chất lượng cao),7340120_408C,7340120_408C
1297,Kinh doanh quốc tế (chất lượng cao bằng tiếng Anh),7340120_408CA,7340120_408CA
1298,Tài chính – Ngân hàng (chất lượng cao bằng tiếng Anh),7340201_404CA,7340201_404CA
1299,Tài chính – Ngân hàng (đào tạo tại Phân hiệu ĐHQG ở Bến Tre),7340201_404_BT,7340201_404_BT
1300,Kế toán (chất lượng cao),7340301_405C,7340301_405C
1301,Kế toán (chất lượng cao bằng tiếng Anh),7340301_405CA,7340301_405CA
1302,Luật dân sự,7380101_503,7380101_503
1303,Luật dân sự (chất lượng cao),7380101_503C,7380101_503C
1304,Luật Tài chính - Ngân hàng,7380101_504,7380101_504
1305,Luật Tài chính - Ngân hàng (chất lượng cao),7380101_504C,7380101_504C
1306,Luật kinh doanh,7380110,7380110
1307,Luật kinh doanh (chất lượng cao),7380107_501C,7380107_501C
1308,Luật thương mại quốc tế,7380109,7380109
1309,Luật thương mại quốc tế (chất lượng cao),7380107_502C,7380107_502C
1310,T ài chính - Ngân hàng,7340201_404,7340201_404
1311,Tài chính - Ngân hàng (chất lượng cao bằng tiếng Anh),7340201_404CA,7340201_404CA
1312,Ke toán (chất lượng cao),7340301_405C,7340301_405C
1313,Ke toán (chất lượng cao bằng tiếng Anh),7340301_405CA,7340301_405CA
1314,Kiêm toán,7340302_409,7340302_409
1315,Kiêm toán ( chất lượng cao),7340302_409C,7340302_409C
1316,Quản trị kinh doanh (Quản trị du lịch và lữ hành),7340101_415,7340101_415
1317,Tài chính - Ngân hàng (Công nghệ tài chính) (Chất lượng cao),7340201_414C,7340201_414C
1318,Luật (Luật Tài chính - Ngân hàng) (Chất lượng cao tăng cường tiếng Pháp),7380101_504CP,7380101_504CP
1319,Kinh tế (Kinh tế học) (Chất lượng cao),7310101_401C,7310101_401C
1320,Kinh tế (Kinh tế và Quản lý Công) (Chất lượng cao),7310101_403C,7310101_403C
1321,Kinh tế (Kinh tế và Quản lý công) (đào tạo tại Phân hiệu ĐHQG ở Bến Tre) *,7310101_403_BT,7310101_403_BT
1322,Kinh tế quốc tế (Kinh tế đối ngoại) (Chất lượng cao),7310106_402C,7310106_402C
1323,Quản trị kinh doanh (Chất lượng cao),7340101_407C,7340101_407C
1324,Quản trị kinh doanh (Chất lượng cao bằng tiếng Anh),7340101_407CA,7340101_407CA
1325,Marketing (Chất lượng cao),7340115_410C,7340115_410C
1326,Kinh doanh quốc tế (Chất lượng cao),7340120_408C,7340120_408C
1327,Kinh doanh quốc tế (Chất lượng cao bằng tiếng Anh),7340120_408CA,7340120_408CA
1328,Thương mại điện tử (Chất lượng cao),7340122_411C,7340122_411C
1329,Tài chính - Ngân hàng (Chất lượng cao),7340201_404C,7340201_404C
1330,Tài chính – Ngân hàng (Chất lượng cao bằng tiếng Anh),7340201_404CA,7340201_404CA
1331,Tài chính – Ngân hàng (đào tạo tại Phân hiệu ĐHQG ở Bến Tre) *,7340201_404_BT,7340201_404_BT
1332,Kế toán (Chất lượng cao),7340301_405C,7340301_405C
1333,Kế toán (Chất lượng cao bằng tiếng Anh),7340301_405CA,7340301_405CA
1334,Kiểm toán (Chất lượng cao),7340302_409C,7340302_409C
1335,Hệ thống thông tin quản lý (Chất lượng cao),7340405_406C,7340405_406C
1336,Luật (Luật dân sự),7380101_503,7380101_503
1337,Luật (Luật dân sự) (Chất lượng cao),7380101_503C,7380101_503C
1338,Luật (Luật Tài chính - Ngân hàng),7380101_504,7380101_504
1339,Luật (Luật Tài chính - Ngân hàng) (Chất lượng cao),7380101_504C,7380101_504C
1340,Luật kinh tế (Luật kinh doanh),7380107_501,7380107_501
1341,Luật kinh tế (Luật kinh doanh) (Chất lượng cao),7380107_501C,7380107_501C
1342,Luật kinh tế (Luật thương mại quốc tế),7380107_502,7380107_502
1343,Luật kinh tế (Luật thương mại quốc tế) (Chất lượng cao),7380107_502C,7380107_502C
1344,Quản trị kinh doanh (Chương trình liên kết với Đại học nước ngoài),7340101_LK,7340101_LK
1345,Công nghệ sinh học (Chương trình liên kết với Đại học nước ngoài),7420201_LK,7420201_LK
1346,Kỹ thuật Máy tính (Chương trình liên kết với Đại học nước ngoài),7480106_LK,7480106_LK
1347,Công nghệ thông tin (Chương trình liên kết với Đại học nước ngoài),7480201_LK,7480201_LK
1348,Khoa học Dữ liệu (dự kiến),7489001,7489001
1349,Kỹ thuật Hệ thống công nghiệp (Chương trình liên kết với Đại học nước ngoài),7520118_LK,7520118_LK
1350,Kỹ thuật không gian,7520121,7520121
1351,Kỹ thuật Điện tử viễn thông (Chương trình liên kết với Đại học nước ngoài),7520207_LK,7520207_LK
1352,Logistics & Quản lý chuỗi cung ứng,7510605,7510605
1353,Hóa Sinh,7440112,7440112
1354,"Kỹ thuật điện tử, viễn thông",7520207,7520207
1355,Kỹ thuật điều khiển & Tự động hoá,7520216,7520216
1356,Kỹ Thuật Không gian,7520121,7520121
1357,Kỹ Thuật Xây dựng,7580201,7580201
1358,Quản lý nguồn lợi thủy sản,7620305,7620305
1359,Kỹ thuật Môi trường,7520320,7520320
1360,Toán ứng dụng (Kỹ thuật tài chính và Quản trị rủi ro),7460112,7460112
1361,Khoa học Dữ liệu,7480109,7480109
1362,Kỹ thuật Hóa học,7520301,7520301
1363,Kỹ thuật máy tính (Chương trình liên kết với Đại học nước ngoài),7480106_LK,7480106_LK
1364,Kỹ thuật hệ thống công nghiệp (Chương trình liên kết với Đại học nước ngoài),7520118_LK,7520118_LK
1365,"Kỹ thuật điện tử, truyền thông (Chương trình liên kết với Đại học nước ngoài)",7520207_LK,7520207_LK
1366,Sinh học (Tuyển sinh đào tạo tại Phân hiệu ĐHQG-HCM tại tỉnh Bến Tre),7420101_BT,7420101_BT
1367,Công nghệ Sinh học (Chương trình Chất lượng cao),7420201_CLC,7420201_CLC
1368,Hoá học (Chương trình liên kết Việt - Pháp),7440112_VP,7440112_VP
1369,Hải dương học,QHT17,QHT17
1370,Khoa học Môi trường (Tuyển sinh đào tạo tại Phân hiệu ĐHQG-HCM tại tỉnh Bến Tre),7440301_BT,7440301_BT
1371,Công nghệ thông tin (Chương trình Chất lượng cao),7480201_CLC,7480201_CLC
1372,Công nghệ thông tin (Chương trình Tiên tiến),7480201_TT,7480201_TT
1373,Công nghệ thông tin (Chương trình liên kết Việt - Pháp),7480201_VP,7480201_VP
1374,Công nghệ kỹ thuật Hoá học(Chương trình Chất lượng cao),7510401_CLC,7510401_CLC
1375,Kỹ thuật điện tử - viễn thông (Chương trình Chất lượng cao),7520207_CLC,7520207_CLC
1376,Kỹ thuật hạt nhân,7520402,7520402
1377,Sinh học - Phân hiệu ĐHQG- HCM tại tỉnh bến Tre,7420101_BT,7420101_BT
1378,Công nghệ sinh học - Chương trình chất lượng cao,7420201_CLC,7420201_CLC
1379,Hóa học,7440112,7440112
1380,Hóa học- Chương trình Việt Pháp,7440112_VP,7440112_VP
1381,Khoa học Vật liệu,7440122,7440122
1382,Khoa học môi trường -Phân hiệu ĐHQG- HCM tại tỉnh bến Tre,7440301_BT,7440301_BT
1383,Nhóm ngành máy tính và Công nghệ thông tin,7480201_NN,7480201_NN
1384,Công nghệ thông tin- Chương trình chất lượng cao,7480201_CLC,7480201_CLC
1385,Công nghệ thông tin- Chương trình tiên tiến,7480201_TT,7480201_TT
1386,Công nghệ thông tin- Chương trình Việt Pháp,7480201_VP,7480201_VP
1387,Công nghệ kỹ thuật Hóa học - Chương trình chất lượng cao,7510401_CLC,7510401_CLC
1388,Công nghệ kỹ thuật Môi trường,7510406,7510406
1389,Kĩ thuật điện tử- viễn thông,7520207,7520207
1390,Kĩ thuật điện tử- viễn thông- Chương trình chất lượng cao,7520207_CLC,7520207_CLC
1391,Khoa học máy tính (Chương trình Tiên tiến),7480101_TT,7480101_TT
1392,Ngôn ngữ Đức,7220205,7220205
1393,Ngôn ngữ Tây Ban Nha,7220206,7220206
1394,Ngôn ngữ Italia,7220208,7220208
1395,Nhân học,QHX11,QHX11
1396,Nhật Bản học,QHX12,QHX12
1397,Hàn Quốc học,7310614,7310614
1398,Đô thị học,7580112,7580112
1399,Quản trị dịch vụ du lịch và lữ hành tại Bến Tre,7810103 _ BT,7810103 _ BT
1400,Quản trị dịch vụ du lịch và lữ hành chất lượng cao,7810103 _ CLC,7810103 _ CLC
1401,Ngôn ngữ Anh_Phân hiệu Bến Tre,7220201_BT,7220201_BT
1402,Ngôn ngữ Anh_Chất lượng cao,7220201_CLC,7220201_CLC
1403,Quan hệ Quốc tế_Chất lượng cao,7310206_CLC,7310206_CLC
1404,Nhật Bản học_Phân hiệu Bến Tre,7310613_BT,7310613_BT
1405,Nhật Bản học_Chất lượng cao,7310613_CLC,7310613_CLC
1406,Báo chí_Phân hiệu Bến Tre,7320101_BT,7320101_BT
1407,Báo chí_Chất lượng cao,7320101_CLC,7320101_CLC
1408,Đô thị học_Phân hiệu Bến Tre,7580112_BT,7580112_BT
1409,Quản trị dịch vụ du lịch và lữ hành _Phân hiệu Bến Tre,7810103_BT,7810103_BT
1410,Quản trị dịch vụ du lịch và lữ hành_Chất lượng cao,7810103_CLC,7810103_CLC
1411,Y khoa chất lượng cao,7720101_CLC,7720101_CLC
1412,Dược học Chất lượng cao,7720201_CLC,7720201_CLC
1413,Răng-Hàm-Mặt Chất lượng cao,7720501_CLC,7720501_CLC
1414,Y khoa Chất lượng cao,7720101_CLC,7720101_CLC
1415,Công nghệ thông tin (chương trình chất lượng cao),7480201CLC,7480201CLC
1416,Ngôn ngữ Anh (CN Thương mại và Du lịch),7220201,7220201
1417,Sư phạm Lịch sử - Địa lí,7140249,7140249
1418,Khối ngành Sư phạm,,
1419,Quản lý Giáo dục,7140114,7140114
1420,Khối ngoài Sư phạm,,
1421,Ngôn ngữ Trang Quốc,7220204,7220204
1422,Ngôn ngữ Anh (chuyên ngành: Ngôn ngữ Anh và Tiếng Anh du lịch),7220201,7220201
1423,Việt Nam học (chuyên ngành Hướng dẫn viên du lịch và Quản lý Nhà hàng - Khách sạn),7310630,7310630
1424,Sư phạm giáo dục Mầm non (hệ cao đẳng),51140201,51140201
1425,Sư phạm giáo dục Tiểu học (hệ cao đẳng),51140202,51140202
1426,Sư phạm giáo dục Thể chất (hệ cao đẳng),51140206,51140206
1427,BẬC CAO ĐẲNG (NGOÀI ĐẠI HỌC),,
1428,Phát triển Nông thôn,6620128,6620128
1429,Bảo vệ Thực vật,6620108,6620108
1430,Hướng dẫn du lịch,6810103,6810103
1431,Dịch vụ thú y,6640201,6640201
1432,Thiết kế trang web,6480217,6480217
1433,Quản trị lữ hành,6810104,6810104
1434,Quản trị nhà hàng,6810206,6810206
1435,CNKT Điện tử - Viễn thông,7510302,7510302
1436,Quản trị DV du lịch và lữ hành,7810103,7810103
1437,QTDV du lịch và lữ hành,7810103,7810103
1438,Kinh tế (chuyên ngành Luật kinh tế),7310101A,7310101A
1439,Kinh tế (chuyên ngành Kinh tế thủy sản),7310101B,7310101B
1440,Quản trị kinh doanh (chương trình song ngữ Pháp-Việt),7340101P,7340101P
1441,Kỹ thuật cơ khí (chuyên ngành Kỹ thuật cơ khí),7520103A,7520103A
1442,Kỹ thuật cơ khí (chuyên ngành Kỹ thuật cơ khí động lực),7520103B,7520103B
1443,Công nghệ chế biến thuỷ sản,7540105,7540105
1444,Khai thác thuỷ sản,7620304,7620304
1445,Quản trị dịch vụ du lịch và lữ hành (chương trình song ngữ Pháp-Việt),7810103P,7810103P
1446,Khoa học hàng hải,7840106,7840106
1447,Quản trị dịch vụ du lịch và lữ hành (2 chuyên ngành: Quản trị khách sạn; Quản trị dịch vụ du lịch và lữ hành),7810103,7810103
1448,Ngôn ngữ Anh (3 chuyên ngành: Biên - phiên dịch; Tiếng Anh du lịch; Phương pháp giảng dạy Tiếng Anh),7220201,7220201
1449,Kế toán (2 chuyên ngành: Kế toán; Kiểm toán),7340301,7340301
1450,Công nghệ thông tin (2 chuyên ngành: Công nghệ thông tin; Truyền thông và Mạng máy tính),7480201,7480201
1451,Công nghệ thực phẩm (2 chuyên ngành: Công nghệ thực phẩm; Đảm bảo chất lượng và an toàn thực phẩm),7540101,7540101
1452,Quản trị kinh doanh (chương trình song ngữ Pháp - Việt),7340101P,7340101P
1453,Quản trị dịch vụ du lịch và lữ hành (chương trình song ngữ Pháp - Việt),7810103P,7810103P
