,key,val,val
2237,Điêu khắc Chuyên ngành: - Điêu khắc tạo hình - Điêu khắc ứng dụng,52210105,52210105
2238,"Quản trị kinh doanh (Liên kết với Đại học CityU, Hoa Kỳ)",7340101_IV,7340101_IV
2239,Tài chính ngân hàng (chuyên ngành Tài chính doanh nghiệp),7340201_1,7340201_1
2240,"Quản lý Tài chính- Kế toán (Liên kết với Đại học Sunderland, Vương quốc Anh)",7340301_I,7340301_I
2241,"Tài chính- ngân hàng (Liên kết với Đại học Sunderland, Vương quốc Anh)",7340201_I,7340201_I
2242,Chỉ huy tham mưu Pháo binh (miền Nam),7860205,7860205
2243,Chỉ huy tham mưu Pháo binh (miền Bắc),7860205,7860205
2244,Chỉ huy tham mưu Pháo binh (Nam miền Nam),7860205,7860205
2245,Chỉ huy tham mưu Pháo binh (Nam miền Bắc),7860205,7860205
2246,Chỉ huy tham mưu Pháo binh -Thí sinh nam miền Bắc,7860205,7860205
2247,Chỉ huy tham mưu Pháo binh - Thí sinh nam miền Nam,7860205,7860205
2248,CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC,,
2249,"Công nghệ kỹ thuật điện, Điện tử",7510301,7510301
2250,CÁC NGÀNH ĐÀO TẠO CAO ĐẲNG,,
